,First Name,Last Name,Bib,Gender Pos,Split Name,Time of Day,Distance,Hours,Minutes,Seconds,Milliseconds
7281,Aaron,Smith,942,M505,Cottonwood Gulch,Sat 6:58:10 PM,45.3 mi,12,28,10,368
7282,Aaron,Smith,942,M505,Table Mesa,Sat 8:30:15 PM,49.4 mi,14,00,15,669
7283,Aaron,Smith,942,M505,Doe Spring,Sat 11:32:44 PM,57.5 mi,17,02,44,199
7284,Aaron,Smith,942,M505,Finish,Sun 12:52:14 AM,62.2 mi,18,22,14,899
7285,Beomsuk,Kim,563,M506,Start,Sat 7:00:11 AM,0.0 mi,00,00,11,890
7286,Beomsuk,Kim,563,M506,Antelope Mesa,Sat 8:26:29 AM,7.6 mi,1,26,29,550
7287,Beomsuk,Kim,563,M506,Bumble Bee,Sat 10:59:20 AM,19.2 mi,3,59,20,338
7288,Beomsuk,Kim,563,M506,Gloriana Mine,Sat 12:26:51 PM,23.8 mi,5,26,51,929
7289,Beomsuk,Kim,563,M506,Deep Canyon Ranch,Sat 2:53:56 PM,32.2 mi,7,53,56,109
7290,Beomsuk,Kim,563,M506,Black Canyon City,Sat 4:35:55 PM,37.7 mi,9,35,55,379
7291,Beomsuk,Kim,563,M506,Cottonwood Gulch,Sat 7:39:17 PM,45.3 mi,12,39,17,968
7292,Beomsuk,Kim,563,M506,Table Mesa,Sat 9:15:33 PM,49.4 mi,14,15,33,279
7293,Beomsuk,Kim,563,M506,Doe Spring,Sun 12:15:38 AM,57.5 mi,17,15,38,828
7294,Beomsuk,Kim,563,M506,Finish,Sun 1:22:48 AM,62.2 mi,18,22,48,240
7295,Laura,Furey,375,F196,Start,Sat 7:00:15 AM,0.0 mi,00,00,15,939
7296,Laura,Furey,375,F196,Antelope Mesa,Sat 8:26:20 AM,7.6 mi,1,26,20,550
7297,Laura,Furey,375,F196,Bumble Bee,Sat 11:01:04 AM,19.2 mi,4,01,04,250
7298,Laura,Furey,375,F196,Gloriana Mine,Sat 12:40:50 PM,23.8 mi,5,40,50,429
7299,Laura,Furey,375,F196,Deep Canyon Ranch,Sat 2:53:10 PM,32.2 mi,7,53,10,199
7300,Laura,Furey,375,F196,Black Canyon City,Sat 5:01:02 PM,37.7 mi,10,01,02,750
7301,Laura,Furey,375,F196,Cottonwood Gulch,Sat 7:56:34 PM,45.3 mi,12,56,34,178
7302,Laura,Furey,375,F196,Table Mesa,Sat 9:46:17 PM,49.4 mi,14,46,17,739
7303,Laura,Furey,375,F196,Doe Spring,Sun 12:23:33 AM,57.5 mi,17,23,33,938
7304,Laura,Furey,375,F196,Finish,Sun 1:23:03 AM,62.2 mi,18,23,03,830
7305,Peter,Kim,565,M507,Start,Sat 6:30:14 AM,0.0 mi,00,00,14,689
7306,Peter,Kim,565,M507,Antelope Mesa,Sat 7:48:42 AM,7.6 mi,1,18,42,170
7307,Peter,Kim,565,M507,Bumble Bee,Sat 10:16:59 AM,19.2 mi,3,46,59,789
7308,Peter,Kim,565,M507,Gloriana Mine,Sat 11:22:23 AM,23.8 mi,4,52,23,029
7309,Peter,Kim,565,M507,Deep Canyon Ranch,Sat 1:27:05 PM,32.2 mi,6,57,05,909
7310,Peter,Kim,565,M507,Black Canyon City,Sat 3:19:39 PM,37.7 mi,8,49,39,310
7311,Peter,Kim,565,M507,Cottonwood Gulch,Sat 6:47:23 PM,45.3 mi,12,17,23,209
7312,Peter,Kim,565,M507,Table Mesa,Sat 8:37:01 PM,49.4 mi,14,07,01,769
7313,Peter,Kim,565,M507,Doe Spring,Sat 11:37:54 PM,57.5 mi,17,07,54,269
7314,Peter,Kim,565,M507,Finish,Sun 12:53:33 AM,62.2 mi,18,23,33,899
7315,Joel,Perez,796,M508,Start,Sat 6:30:08 AM,0.0 mi,00,00,08,089
7316,Joel,Perez,796,M508,Antelope Mesa,Sat 7:45:59 AM,7.6 mi,1,15,59,009
7317,Joel,Perez,796,M508,Hidden Treasure,Sat 8:42:12 AM,12.8 mi,2,12,12,779
7318,Joel,Perez,796,M508,Bumble Bee,Sat 10:31:26 AM,19.2 mi,4,01,26,139
7319,Joel,Perez,796,M508,Gloriana Mine,Sat 11:50:25 AM,23.8 mi,5,20,25,389
7320,Joel,Perez,796,M508,Deep Canyon Ranch,Sat 2:00:43 PM,32.2 mi,7,30,43,368
7321,Joel,Perez,796,M508,Black Canyon City,Sat 3:55:21 PM,37.7 mi,9,25,21,838
7322,Joel,Perez,796,M508,Cottonwood Gulch,Sat 6:45:02 PM,45.3 mi,12,15,02,180
7323,Joel,Perez,796,M508,Table Mesa,Sat 8:35:40 PM,49.4 mi,14,05,40,750
7324,Joel,Perez,796,M508,Doe Spring,Sat 11:35:26 PM,57.5 mi,17,05,26,239
7325,Joel,Perez,796,M508,Finish,Sun 12:53:43 AM,62.2 mi,18,23,43,919
7326,Della,Yurcik,1103,F197,Start,Sat 6:00:07 AM,0.0 mi,00,00,07,080
7327,Della,Yurcik,1103,F197,Antelope Mesa,Sat 7:28:37 AM,7.6 mi,1,28,37,750
7328,Della,Yurcik,1103,F197,Hidden Treasure,Sat 8:30:43 AM,12.8 mi,2,30,43,619
7329,Della,Yurcik,1103,F197,Bumble Bee,Sat 10:04:45 AM,19.2 mi,4,04,45,959
7330,Della,Yurcik,1103,F197,Gloriana Mine,Sat 11:21:19 AM,23.8 mi,5,21,19,019
7331,Della,Yurcik,1103,F197,Deep Canyon Ranch,Sat 2:06:27 PM,32.2 mi,8,06,27,209
7332,Della,Yurcik,1103,F197,Black Canyon City,Sat 3:43:42 PM,37.7 mi,9,43,42,669
7333,Della,Yurcik,1103,F197,Cottonwood Gulch,Sat 6:41:49 PM,45.3 mi,12,41,49,148
7334,Della,Yurcik,1103,F197,Table Mesa,Sat 8:24:45 PM,49.4 mi,14,24,45,589
7335,Della,Yurcik,1103,F197,Doe Spring,Sat 11:23:04 PM,57.5 mi,17,23,04,959
7336,Della,Yurcik,1103,F197,Finish,Sun 12:27:07 AM,62.2 mi,18,27,07,320
7337,Kristen,Tippit,1004,F198,Start,Sat 6:30:42 AM,0.0 mi,00,00,42,049
7338,Kristen,Tippit,1004,F198,Antelope Mesa,Sat 8:15:46 AM,7.6 mi,1,45,46,399
7339,Kristen,Tippit,1004,F198,Bumble Bee,Sat 11:18:04 AM,19.2 mi,4,48,04,400
7340,Kristen,Tippit,1004,F198,Gloriana Mine,Sat 12:45:04 PM,23.8 mi,6,15,04,419
7341,Kristen,Tippit,1004,F198,Deep Canyon Ranch,Sat 2:53:42 PM,32.2 mi,8,23,42,569
7342,Kristen,Tippit,1004,F198,Black Canyon City,Sat 4:43:04 PM,37.7 mi,10,13,04,489
7343,Kristen,Tippit,1004,F198,Cottonwood Gulch,Sat 7:32:42 PM,45.3 mi,13,02,42,879
7344,Kristen,Tippit,1004,F198,Table Mesa,Sat 9:09:35 PM,49.4 mi,14,39,35,199
7345,Kristen,Tippit,1004,F198,Doe Spring,Sat 11:59:53 PM,57.5 mi,17,29,53,589
7346,Kristen,Tippit,1004,F198,Finish,Sun 12:58:27 AM,62.2 mi,18,28,27,058
7347,Anna,Landauer,599,F199,Start,Sat 7:04:14 AM,0.0 mi,00,04,14,629
7348,Anna,Landauer,599,F199,Antelope Mesa,Sat 8:41:26 AM,7.6 mi,1,41,26,769
7349,Anna,Landauer,599,F199,Bumble Bee,Sat 11:41:14 AM,19.2 mi,4,41,14,618
7350,Anna,Landauer,599,F199,Gloriana Mine,Sat 1:01:58 PM,23.8 mi,6,01,58,389
7351,Anna,Landauer,599,F199,Deep Canyon Ranch,Sat 3:15:22 PM,32.2 mi,8,15,22,979
7352,Anna,Landauer,599,F199,Black Canyon City,Sat 4:51:52 PM,37.7 mi,9,51,52,618
7353,Anna,Landauer,599,F199,Cottonwood Gulch,Sat 7:36:50 PM,45.3 mi,12,36,50,938
7354,Anna,Landauer,599,F199,Table Mesa,Sat 9:35:19 PM,49.4 mi,14,35,19,569
7355,Anna,Landauer,599,F199,Doe Spring,Sun 12:28:06 AM,57.5 mi,17,28,06,008
7356,Anna,Landauer,599,F199,Finish,Sun 1:30:01 AM,62.2 mi,18,30,01,320
7357,Joe,Workinger,1094,M509,Start,Sat 6:30:32 AM,0.0 mi,00,00,32,049
7358,Joe,Workinger,1094,M509,Antelope Mesa,Sat 8:07:14 AM,7.6 mi,1,37,14,269
7359,Joe,Workinger,1094,M509,Bumble Bee,Sat 10:54:01 AM,19.2 mi,4,24,01,818
7360,Joe,Workinger,1094,M509,Gloriana Mine,Sat 12:25:54 PM,23.8 mi,5,55,54,908
7361,Joe,Workinger,1094,M509,Deep Canyon Ranch,Sat 2:47:37 PM,32.2 mi,8,17,37,200
7362,Joe,Workinger,1094,M509,Black Canyon City,Sat 4:58:17 PM,37.7 mi,10,28,17,709
7363,Joe,Workinger,1094,M509,Cottonwood Gulch,Sat 7:38:17 PM,45.3 mi,13,08,17,959
7364,Joe,Workinger,1094,M509,Table Mesa,Sat 9:12:32 PM,49.4 mi,14,42,32,239
7365,Joe,Workinger,1094,M509,Doe Spring,Sun 12:07:00 AM,57.5 mi,17,37,00,699
7366,Joe,Workinger,1094,M509,Finish,Sun 1:00:11 AM,62.2 mi,18,30,11,070
7367,Brian,Kettler,561,M510,Start,Sat 6:00:16 AM,0.0 mi,00,00,16,969
7368,Brian,Kettler,561,M510,Antelope Mesa,Sat 7:04:57 AM,7.6 mi,1,04,57,409
7369,Brian,Kettler,561,M510,Hidden Treasure,Sat 7:51:19 AM,12.8 mi,1,51,19,689
7370,Brian,Kettler,561,M510,Bumble Bee,Sat 10:29:48 AM,19.2 mi,4,29,48,478
7371,Brian,Kettler,561,M510,Gloriana Mine,Sat 11:54:04 AM,23.8 mi,5,54,04,450
7372,Brian,Kettler,561,M510,Deep Canyon Ranch,Sat 2:04:13 PM,32.2 mi,8,04,13,000
7373,Brian,Kettler,561,M510,Black Canyon City,Sat 3:47:43 PM,37.7 mi,9,47,43,728
7374,Brian,Kettler,561,M510,Cottonwood Gulch,Sat 6:12:56 PM,45.3 mi,12,12,56,758
7375,Brian,Kettler,561,M510,Table Mesa,Sat 7:49:30 PM,49.4 mi,13,49,30,230
7376,Brian,Kettler,561,M510,Doe Spring,Sat 11:02:43 PM,57.5 mi,17,02,43,809
7377,Brian,Kettler,561,M510,Finish,Sun 12:31:27 AM,62.2 mi,18,31,27,690
7378,Kristen,Difate,300,F200,Start,Sat 6:30:27 AM,0.0 mi,00,00,27,269
7379,Kristen,Difate,300,F200,Antelope Mesa,Sat 7:54:13 AM,7.6 mi,1,24,13,359
7380,Kristen,Difate,300,F200,Bumble Bee,Sat 10:13:11 AM,19.2 mi,3,43,11,838
7381,Kristen,Difate,300,F200,Gloriana Mine,Sat 11:24:05 AM,23.8 mi,4,54,05,219
7382,Kristen,Difate,300,F200,Deep Canyon Ranch,Sat 1:54:45 PM,32.2 mi,7,24,45,469
7383,Kristen,Difate,300,F200,Black Canyon City,Sat 3:56:13 PM,37.7 mi,9,26,13,849
7384,Kristen,Difate,300,F200,Cottonwood Gulch,Sat 6:39:32 PM,45.3 mi,12,09,32,608
7385,Kristen,Difate,300,F200,Table Mesa,Sat 8:12:57 PM,49.4 mi,13,42,57,419
7386,Kristen,Difate,300,F200,Doe Spring,Sat 11:31:26 PM,57.5 mi,17,01,26,178
7387,Kristen,Difate,300,F200,Finish,Sun 1:01:34 AM,62.2 mi,18,31,34,369
7388,Brian,Skeet,938,M511,Start,Sat 7:00:15 AM,0.0 mi,00,00,15,669
7389,Brian,Skeet,938,M511,Antelope Mesa,Sat 8:23:15 AM,7.6 mi,1,23,15,509
7390,Brian,Skeet,938,M511,Bumble Bee,Sat 10:47:49 AM,19.2 mi,3,47,49,500
7391,Brian,Skeet,938,M511,Gloriana Mine,Sat 11:56:49 AM,23.8 mi,4,56,49,490
7392,Brian,Skeet,938,M511,Deep Canyon Ranch,Sat 2:11:42 PM,32.2 mi,7,11,42,929
7393,Brian,Skeet,938,M511,Black Canyon City,Sat 4:10:50 PM,37.7 mi,9,10,50,319
7394,Brian,Skeet,938,M511,Cottonwood Gulch,Sat 7:34:58 PM,45.3 mi,12,34,58,908
7395,Brian,Skeet,938,M511,Table Mesa,Sat 9:11:28 PM,49.4 mi,14,11,28,218
7396,Brian,Skeet,938,M511,Doe Spring,Sun 12:17:02 AM,57.5 mi,17,17,02,849
7397,Brian,Skeet,938,M511,Finish,Sun 1:33:43 AM,62.2 mi,18,33,43,658
7398,Frank,Poveromo,815,M512,Start,Sat 7:00:22 AM,0.0 mi,00,00,22,239
7399,Frank,Poveromo,815,M512,Antelope Mesa,Sat 8:25:51 AM,7.6 mi,1,25,51,538
7400,Frank,Poveromo,815,M512,Bumble Bee,Sat 11:03:15 AM,19.2 mi,4,03,15,799
7401,Frank,Poveromo,815,M512,Gloriana Mine,Sat 12:46:58 PM,23.8 mi,5,46,58,169
7402,Frank,Poveromo,815,M512,Deep Canyon Ranch,Sat 3:08:26 PM,32.2 mi,8,08,26,369
7403,Frank,Poveromo,815,M512,Black Canyon City,Sat 4:54:56 PM,37.7 mi,9,54,56,658
7404,Frank,Poveromo,815,M512,Cottonwood Gulch,Sat 7:47:03 PM,45.3 mi,12,47,03,669
7405,Frank,Poveromo,815,M512,Table Mesa,Sat 9:30:00 PM,49.4 mi,14,30,00,500
7406,Frank,Poveromo,815,M512,Doe Spring,Sun 12:28:14 AM,57.5 mi,17,28,14,008
7407,Frank,Poveromo,815,M512,Finish,Sun 1:35:16 AM,62.2 mi,18,35,16,828
7408,Jeffrey,Koh,575,M513,Start,Sat 6:30:26 AM,0.0 mi,00,00,26,199
7409,Jeffrey,Koh,575,M513,Antelope Mesa,Sat 7:55:42 AM,7.6 mi,1,25,42,710
7410,Jeffrey,Koh,575,M513,Bumble Bee,Sat 10:34:34 AM,19.2 mi,4,04,34,450
7411,Jeffrey,Koh,575,M513,Gloriana Mine,Sat 11:57:05 AM,23.8 mi,5,27,05,490
7412,Jeffrey,Koh,575,M513,Deep Canyon Ranch,Sat 2:20:46 PM,32.2 mi,7,50,46,599
7413,Jeffrey,Koh,575,M513,Black Canyon City,Sat 4:16:12 PM,37.7 mi,9,46,12,580
7414,Jeffrey,Koh,575,M513,Cottonwood Gulch,Sat 7:16:26 PM,45.3 mi,12,46,26,639
7415,Jeffrey,Koh,575,M513,Table Mesa,Sat 9:00:31 PM,49.4 mi,14,30,31,099
7416,Jeffrey,Koh,575,M513,Doe Spring,Sat 11:51:49 PM,57.5 mi,17,21,49,478
7417,Jeffrey,Koh,575,M513,Finish,Sun 1:05:45 AM,62.2 mi,18,35,45,320
7418,Danny,Schults,894,M514,Start,Sat 7:07:29 AM,0.0 mi,00,07,29,839
7419,Danny,Schults,894,M514,Antelope Mesa,Sat 8:40:57 AM,7.6 mi,1,40,57,770
7420,Danny,Schults,894,M514,Bumble Bee,Sat 11:26:47 AM,19.2 mi,4,26,47,850
7421,Danny,Schults,894,M514,Gloriana Mine,Sat 12:50:15 PM,23.8 mi,5,50,15,220
7422,Danny,Schults,894,M514,Deep Canyon Ranch,Sat 3:13:03 PM,32.2 mi,8,13,03,478
7423,Danny,Schults,894,M514,Black Canyon City,Sat 4:57:31 PM,37.7 mi,9,57,31,699
7424,Danny,Schults,894,M514,Cottonwood Gulch,Sat 7:52:30 PM,45.3 mi,12,52,30,940
7425,Danny,Schults,894,M514,Table Mesa,Sat 9:30:38 PM,49.4 mi,14,30,38,508
7426,Danny,Schults,894,M514,Doe Spring,Sun 12:25:38 AM,57.5 mi,17,25,38,968
7427,Danny,Schults,894,M514,Finish,Sun 1:35:56 AM,62.2 mi,18,35,56,339
7428,Brittany,McCrory,684,F201,Start,Sat 7:00:22 AM,0.0 mi,00,00,22,780
7429,Brittany,McCrory,684,F201,Antelope Mesa,Sat 8:27:38 AM,7.6 mi,1,27,38,569
7430,Brittany,McCrory,684,F201,Bumble Bee,Sat 11:08:24 AM,19.2 mi,4,08,24,789
7431,Brittany,McCrory,684,F201,Gloriana Mine,Sat 12:29:38 PM,23.8 mi,5,29,38,969
7432,Brittany,McCrory,684,F201,Deep Canyon Ranch,Sat 3:00:50 PM,32.2 mi,8,00,50,829
7433,Brittany,McCrory,684,F201,Black Canyon City,Sat 4:41:30 PM,37.7 mi,9,41,30,459
7434,Brittany,McCrory,684,F201,Cottonwood Gulch,Sat 7:34:55 PM,45.3 mi,12,34,55,908
7435,Brittany,McCrory,684,F201,Table Mesa,Sat 9:27:01 PM,49.4 mi,14,27,01,449
7436,Brittany,McCrory,684,F201,Doe Spring,Sun 12:34:54 AM,57.5 mi,17,34,54,019
7437,Brittany,McCrory,684,F201,Finish,Sun 1:36:23 AM,62.2 mi,18,36,23,800
7438,Taran,Doty,317,M515,Start,Sat 6:30:37 AM,0.0 mi,00,00,37,740
7439,Taran,Doty,317,M515,Antelope Mesa,Sat 8:04:24 AM,7.6 mi,1,34,24,229
7440,Taran,Doty,317,M515,Bumble Bee,Sat 10:52:11 AM,19.2 mi,4,22,11,769
7441,Taran,Doty,317,M515,Gloriana Mine,Sat 12:11:08 PM,23.8 mi,5,41,08,699
7442,Taran,Doty,317,M515,Deep Canyon Ranch,Sat 2:53:51 PM,32.2 mi,8,23,51,118
7443,Taran,Doty,317,M515,Black Canyon City,Sat 4:09:40 PM,37.7 mi,9,39,40,868
7444,Taran,Doty,317,M515,Cottonwood Gulch,Sat 7:00:16 PM,45.3 mi,12,30,16,398
7445,Taran,Doty,317,M515,Table Mesa,Sat 8:48:26 PM,49.4 mi,14,18,26,940
7446,Taran,Doty,317,M515,Doe Spring,Sat 11:55:40 PM,57.5 mi,17,25,40,529
7447,Taran,Doty,317,M515,Finish,Sun 1:09:15 AM,62.2 mi,18,39,15,679
7448,Pierce,Lehr,611,M516,Start,Sat 6:30:38 AM,0.0 mi,00,00,38,109
7449,Pierce,Lehr,611,M516,Antelope Mesa,Sat 8:04:35 AM,7.6 mi,1,34,35,229
7450,Pierce,Lehr,611,M516,Bumble Bee,Sat 10:52:07 AM,19.2 mi,4,22,07,668
7451,Pierce,Lehr,611,M516,Gloriana Mine,Sat 12:15:09 PM,23.8 mi,5,45,09,758
7452,Pierce,Lehr,611,M516,Deep Canyon Ranch,Sat 3:00:23 PM,32.2 mi,8,30,23,500
7453,Pierce,Lehr,611,M516,Black Canyon City,Sat 4:23:59 PM,37.7 mi,9,53,59,209
7454,Pierce,Lehr,611,M516,Cottonwood Gulch,Sat 7:00:22 PM,45.3 mi,12,30,22,398
7455,Pierce,Lehr,611,M516,Table Mesa,Sat 8:48:25 PM,49.4 mi,14,18,25,940
7456,Pierce,Lehr,611,M516,Doe Spring,Sat 11:55:41 PM,57.5 mi,17,25,41,529
7457,Pierce,Lehr,611,M516,Finish,Sun 1:09:16 AM,62.2 mi,18,39,16,468
7458,Zach,Hill,488,M517,Start,Sat 7:00:18 AM,0.0 mi,00,00,18,480
7459,Zach,Hill,488,M517,Antelope Mesa,Sat 8:31:42 AM,7.6 mi,1,31,42,630
7460,Zach,Hill,488,M517,Bumble Bee,Sat 11:22:43 AM,19.2 mi,4,22,43,819
7461,Zach,Hill,488,M517,Gloriana Mine,Sat 12:44:00 PM,23.8 mi,5,44,00,169
7462,Zach,Hill,488,M517,Deep Canyon Ranch,Sat 2:57:25 PM,32.2 mi,7,57,25,069
7463,Zach,Hill,488,M517,Black Canyon City,Sat 4:51:04 PM,37.7 mi,9,51,04,599
7464,Zach,Hill,488,M517,Cottonwood Gulch,Sat 7:44:36 PM,45.3 mi,12,44,36,459
7465,Zach,Hill,488,M517,Table Mesa,Sat 9:24:38 PM,49.4 mi,14,24,38,419
7466,Zach,Hill,488,M517,Doe Spring,Sun 12:21:58 AM,57.5 mi,17,21,58,919
7467,Zach,Hill,488,M517,Finish,Sun 1:39:27 AM,62.2 mi,18,39,27,300
7468,Eden,Rosas,868,F202,Start,Sat 7:00:26 AM,0.0 mi,00,00,26,149
7469,Eden,Rosas,868,F202,Antelope Mesa,Sat 8:51:45 AM,7.6 mi,1,51,45,920
7470,Eden,Rosas,868,F202,Bumble Bee,Sat 11:58:48 AM,19.2 mi,4,58,48,810
7471,Eden,Rosas,868,F202,Gloriana Mine,Sat 1:21:15 PM,23.8 mi,6,21,15,679
7472,Eden,Rosas,868,F202,Deep Canyon Ranch,Sat 3:58:27 PM,32.2 mi,8,58,27,629
7473,Eden,Rosas,868,F202,Black Canyon City,Sat 5:41:15 PM,37.7 mi,10,41,15,288
7474,Eden,Rosas,868,F202,Cottonwood Gulch,Sat 8:29:08 PM,45.3 mi,13,29,08,650
7475,Eden,Rosas,868,F202,Table Mesa,Sat 10:01:40 PM,49.4 mi,15,01,40,959
7476,Eden,Rosas,868,F202,Doe Spring,Sun 12:34:34 AM,57.5 mi,17,34,34,938
7477,Eden,Rosas,868,F202,Finish,Sun 1:41:11 AM,62.2 mi,18,41,11,759
7478,Janice,Anderson,120,F203,Start,Sat 7:00:17 AM,0.0 mi,00,00,17,129
7479,Janice,Anderson,120,F203,Antelope Mesa,Sat 8:18:25 AM,7.6 mi,1,18,25,439
7480,Janice,Anderson,120,F203,Bumble Bee,Sat 10:40:40 AM,19.2 mi,3,40,40,340
7481,Janice,Anderson,120,F203,Gloriana Mine,Sat 12:02:48 PM,23.8 mi,5,02,48,579
7482,Janice,Anderson,120,F203,Deep Canyon Ranch,Sat 2:27:33 PM,32.2 mi,7,27,33,779
7483,Janice,Anderson,120,F203,Black Canyon City,Sat 4:37:36 PM,37.7 mi,9,37,36,408
7484,Janice,Anderson,120,F203,Cottonwood Gulch,Sat 7:42:34 PM,45.3 mi,12,42,34,019
7485,Janice,Anderson,120,F203,Table Mesa,Sat 9:26:14 PM,49.4 mi,14,26,14,438
7486,Janice,Anderson,120,F203,Doe Spring,Sun 12:27:55 AM,57.5 mi,17,27,55,008
7487,Janice,Anderson,120,F203,Finish,Sun 1:41:16 AM,62.2 mi,18,41,16,479
7488,Victor,Goodman,421,M518,Start,Sat 7:00:06 AM,0.0 mi,00,00,06,610
7489,Victor,Goodman,421,M518,Antelope Mesa,Sat 8:21:57 AM,7.6 mi,1,21,57,489
7490,Victor,Goodman,421,M518,Bumble Bee,Sat 10:38:16 AM,19.2 mi,3,38,16,539
7491,Victor,Goodman,421,M518,Gloriana Mine,Sat 11:50:57 AM,23.8 mi,4,50,57,399
7492,Victor,Goodman,421,M518,Deep Canyon Ranch,Sat 2:10:20 PM,32.2 mi,7,10,20,049
7493,Victor,Goodman,421,M518,Black Canyon City,Sat 3:37:19 PM,37.7 mi,8,37,19,569
7494,Victor,Goodman,421,M518,Cottonwood Gulch,Sat 6:19:07 PM,45.3 mi,11,19,07,849
7495,Victor,Goodman,421,M518,Table Mesa,Sat 8:13:01 PM,49.4 mi,13,13,01,419
7496,Victor,Goodman,421,M518,Doe Spring,Sun 12:17:53 AM,57.5 mi,17,17,53,858
7497,Victor,Goodman,421,M518,Finish,Sun 1:41:17 AM,62.2 mi,18,41,17,239
7498,Steven,Crawford,35,M519,Start,Sat 7:00:26 AM,0.0 mi,00,00,26,510
7499,Steven,Crawford,35,M519,Antelope Mesa,Sat 8:42:22 AM,7.6 mi,1,42,22,788
7500,Steven,Crawford,35,M519,Bumble Bee,Sat 11:41:10 AM,19.2 mi,4,41,10,338
7501,Steven,Crawford,35,M519,Gloriana Mine,Sat 1:03:47 PM,23.8 mi,6,03,47,419
7502,Steven,Crawford,35,M519,Deep Canyon Ranch,Sat 3:16:47 PM,32.2 mi,8,16,47,399
7503,Steven,Crawford,35,M519,Black Canyon City,Sat 4:54:03 PM,37.7 mi,9,54,03,648
7504,Steven,Crawford,35,M519,Cottonwood Gulch,Sat 7:35:08 PM,45.3 mi,12,35,08,910
7505,Steven,Crawford,35,M519,Table Mesa,Sat 9:07:09 PM,49.4 mi,14,07,09,160
7506,Steven,Crawford,35,M519,Doe Spring,Sun 12:45:48 AM,57.5 mi,17,45,48,218
7507,Steven,Crawford,35,M519,Finish,Sun 1:41:42 AM,62.2 mi,18,41,42,938
7508,Russell,Stratton,973,M520,Start,Sat 7:00:06 AM,0.0 mi,00,00,06,059
7509,Russell,Stratton,973,M520,Antelope Mesa,Sat 8:32:01 AM,7.6 mi,1,32,01,628
7510,Russell,Stratton,973,M520,Bumble Bee,Sat 11:17:57 AM,19.2 mi,4,17,57,420
7511,Russell,Stratton,973,M520,Gloriana Mine,Sat 12:49:37 PM,23.8 mi,5,49,37,209
7512,Russell,Stratton,973,M520,Deep Canyon Ranch,Sat 3:24:12 PM,32.2 mi,8,24,12,919
7513,Russell,Stratton,973,M520,Black Canyon City,Sat 5:27:35 PM,37.7 mi,10,27,35,529
7514,Russell,Stratton,973,M520,Cottonwood Gulch,Sat 8:19:44 PM,45.3 mi,13,19,44,519
7515,Russell,Stratton,973,M520,Table Mesa,Sat 9:56:09 PM,49.4 mi,14,56,09,879
7516,Russell,Stratton,973,M520,Doe Spring,Sun 12:38:27 AM,57.5 mi,17,38,27,849
7517,Russell,Stratton,973,M520,Finish,Sun 1:41:48 AM,62.2 mi,18,41,48,949
7518,Jason,Vanderhovel,1025,M521,Start,Sat 7:00:15 AM,0.0 mi,00,00,15,880
7519,Jason,Vanderhovel,1025,M521,Antelope Mesa,Sat 8:28:16 AM,7.6 mi,1,28,16,578
7520,Jason,Vanderhovel,1025,M521,Bumble Bee,Sat 11:07:15 AM,19.2 mi,4,07,15,759
7521,Jason,Vanderhovel,1025,M521,Gloriana Mine,Sat 12:23:08 PM,23.8 mi,5,23,08,868
7522,Jason,Vanderhovel,1025,M521,Deep Canyon Ranch,Sat 2:40:00 PM,32.2 mi,7,40,00,130
7523,Jason,Vanderhovel,1025,M521,Black Canyon City,Sat 4:23:32 PM,37.7 mi,9,23,32,199
7524,Jason,Vanderhovel,1025,M521,Table Mesa,Sat 9:09:36 PM,49.4 mi,14,09,36,199
7525,Jason,Vanderhovel,1025,M521,Doe Spring,Sun 12:23:31 AM,57.5 mi,17,23,31,940
7526,Jason,Vanderhovel,1025,M521,Finish,Sun 1:46:50 AM,62.2 mi,18,46,50,339
7527,Jerri,Morgan,724,F204,Start,Sat 7:00:22 AM,0.0 mi,00,00,22,519
7528,Jerri,Morgan,724,F204,Antelope Mesa,Sat 8:45:15 AM,7.6 mi,1,45,15,829
7529,Jerri,Morgan,724,F204,Bumble Bee,Sat 11:43:18 AM,19.2 mi,4,43,18,939
7530,Jerri,Morgan,724,F204,Gloriana Mine,Sat 1:00:50 PM,23.8 mi,6,00,50,380
7531,Jerri,Morgan,724,F204,Deep Canyon Ranch,Sat 3:19:13 PM,32.2 mi,8,19,13,069
7532,Jerri,Morgan,724,F204,Black Canyon City,Sat 5:06:55 PM,37.7 mi,10,06,55,839
7533,Jerri,Morgan,724,F204,Cottonwood Gulch,Sat 7:59:33 PM,45.3 mi,12,59,33,218
7534,Jerri,Morgan,724,F204,Table Mesa,Sat 9:34:40 PM,49.4 mi,14,34,40,559
7535,Jerri,Morgan,724,F204,Doe Spring,Sun 12:40:31 AM,57.5 mi,17,40,31,328
7536,Jerri,Morgan,724,F204,Finish,Sun 1:48:33 AM,62.2 mi,18,48,33,468
7537,Kip,Bell,151,M522,Start,Sat 7:00:11 AM,0.0 mi,00,00,11,269
7538,Kip,Bell,151,M522,Antelope Mesa,Sat 8:27:35 AM,7.6 mi,1,27,35,569
7539,Kip,Bell,151,M522,Bumble Bee,Sat 11:12:59 AM,19.2 mi,4,12,59,950
7540,Kip,Bell,151,M522,Gloriana Mine,Sat 12:50:29 PM,23.8 mi,5,50,29,229
7541,Kip,Bell,151,M522,Deep Canyon Ranch,Sat 3:35:45 PM,32.2 mi,8,35,45,618
7542,Kip,Bell,151,M522,Black Canyon City,Sat 5:41:02 PM,37.7 mi,10,41,02,290
