,First Name,Last Name,Bib,Gender Pos,Split Name,Time of Day,Distance,Hours,Minutes,Seconds,Milliseconds
2365,Tony,Garzolini,65,M160,Antelope Mesa,Sat 7:17:08 AM,7.6 mi,1,17,08,588
2366,Tony,Garzolini,65,M160,Hidden Treasure,Sat 8:09:50 AM,12.8 mi,2,09,50,310
2367,Tony,Garzolini,65,M160,Bumble Bee,Sat 9:22:39 AM,19.2 mi,3,22,39,950
2368,Tony,Garzolini,65,M160,Gloriana Mine,Sat 10:17:05 AM,23.8 mi,4,17,05,290
2369,Tony,Garzolini,65,M160,Deep Canyon Ranch,Sat 11:56:52 AM,32.2 mi,5,56,52,029
2370,Tony,Garzolini,65,M160,Black Canyon City,Sat 1:09:36 PM,37.7 mi,7,09,36,508
2371,Tony,Garzolini,65,M160,Cottonwood Gulch,Sat 3:09:12 PM,45.3 mi,9,09,12,160
2372,Tony,Garzolini,65,M160,Table Mesa,Sat 4:18:55 PM,49.4 mi,10,18,55,209
2373,Tony,Garzolini,65,M160,Doe Spring,Sat 6:21:25 PM,57.5 mi,12,21,25,879
2374,Tony,Garzolini,65,M160,Finish,Sat 7:05:09 PM,62.2 mi,13,05,09,949
2375,Cedric,Segura,907,M161,Start,Sat 6:00:13 AM,0.0 mi,00,00,13,689
2376,Cedric,Segura,907,M161,Antelope Mesa,Sat 7:04:33 AM,7.6 mi,1,04,33,398
2377,Cedric,Segura,907,M161,Hidden Treasure,Sat 7:46:42 AM,12.8 mi,1,46,42,020
2378,Cedric,Segura,907,M161,Bumble Bee,Sat 8:46:15 AM,19.2 mi,2,46,15,449
2379,Cedric,Segura,907,M161,Gloriana Mine,Sat 9:32:54 AM,23.8 mi,3,32,54,478
2380,Cedric,Segura,907,M161,Deep Canyon Ranch,Sat 11:08:12 AM,32.2 mi,5,08,12,500
2381,Cedric,Segura,907,M161,Black Canyon City,Sat 12:20:46 PM,37.7 mi,6,20,46,840
2382,Cedric,Segura,907,M161,Cottonwood Gulch,Sat 2:24:30 PM,45.3 mi,8,24,30,559
2383,Cedric,Segura,907,M161,Table Mesa,Sat 3:41:18 PM,49.4 mi,9,41,18,629
2384,Cedric,Segura,907,M161,Doe Spring,Sat 6:11:17 PM,57.5 mi,12,11,17,730
2385,Cedric,Segura,907,M161,Finish,Sat 7:06:24 PM,62.2 mi,13,06,24,389
2386,Greg,Penner,793,M162,Start,Sat 6:00:09 AM,0.0 mi,00,00,09,050
2387,Greg,Penner,793,M162,Antelope Mesa,Sat 6:58:48 AM,7.6 mi,00,58,48,320
2388,Greg,Penner,793,M162,Hidden Treasure,Sat 7:41:33 AM,12.8 mi,1,41,33,939
2389,Greg,Penner,793,M162,Bumble Bee,Sat 8:38:21 AM,19.2 mi,2,38,21,250
2390,Greg,Penner,793,M162,Gloriana Mine,Sat 9:22:49 AM,23.8 mi,3,22,49,328
2391,Greg,Penner,793,M162,Deep Canyon Ranch,Sat 10:49:39 AM,32.2 mi,4,49,39,908
2392,Greg,Penner,793,M162,Black Canyon City,Sat 12:00:03 PM,37.7 mi,6,00,03,540
2393,Greg,Penner,793,M162,Cottonwood Gulch,Sat 2:05:15 PM,45.3 mi,8,05,15,269
2394,Greg,Penner,793,M162,Table Mesa,Sat 3:25:44 PM,49.4 mi,9,25,44,398
2395,Greg,Penner,793,M162,Doe Spring,Sat 6:07:12 PM,57.5 mi,12,07,12,669
2396,Greg,Penner,793,M162,Finish,Sat 7:06:30 PM,62.2 mi,13,06,30,599
2397,Brandon,Wells,1057,M163,Start,Sat 6:00:09 AM,0.0 mi,00,00,09,839
2398,Brandon,Wells,1057,M163,Antelope Mesa,Sat 7:08:10 AM,7.6 mi,1,08,10,449
2399,Brandon,Wells,1057,M163,Hidden Treasure,Sat 7:54:09 AM,12.8 mi,1,54,09,349
2400,Brandon,Wells,1057,M163,Bumble Bee,Sat 9:03:14 AM,19.2 mi,3,03,14,139
2401,Brandon,Wells,1057,M163,Gloriana Mine,Sat 9:53:55 AM,23.8 mi,3,53,55,789
2402,Brandon,Wells,1057,M163,Deep Canyon Ranch,Sat 11:39:24 AM,32.2 mi,5,39,24,338
2403,Brandon,Wells,1057,M163,Black Canyon City,Sat 12:47:57 PM,37.7 mi,6,47,57,188
2404,Brandon,Wells,1057,M163,Cottonwood Gulch,Sat 2:57:34 PM,45.3 mi,8,57,34,039
2405,Brandon,Wells,1057,M163,Table Mesa,Sat 4:05:55 PM,49.4 mi,10,05,55,989
2406,Brandon,Wells,1057,M163,Doe Spring,Sat 6:32:22 PM,57.5 mi,12,32,22,038
2407,Brandon,Wells,1057,M163,Finish,Sat 7:06:36 PM,62.2 mi,13,06,36,139
2408,Harrison,Greenberg,425,M164,Start,Sat 6:00:14 AM,0.0 mi,00,00,14,269
2409,Harrison,Greenberg,425,M164,Hidden Treasure,Sat 8:09:39 AM,12.8 mi,2,09,39,310
2410,Harrison,Greenberg,425,M164,Bumble Bee,Sat 9:17:18 AM,19.2 mi,3,17,18,629
2411,Harrison,Greenberg,425,M164,Gloriana Mine,Sat 10:12:28 AM,23.8 mi,4,12,28,209
2412,Harrison,Greenberg,425,M164,Deep Canyon Ranch,Sat 11:52:13 AM,32.2 mi,5,52,13,258
2413,Harrison,Greenberg,425,M164,Black Canyon City,Sat 1:08:55 PM,37.7 mi,7,08,55,500
2414,Harrison,Greenberg,425,M164,Cottonwood Gulch,Sat 3:13:18 PM,45.3 mi,9,13,18,218
2415,Harrison,Greenberg,425,M164,Table Mesa,Sat 4:21:17 PM,49.4 mi,10,21,17,169
2416,Harrison,Greenberg,425,M164,Doe Spring,Sat 6:27:33 PM,57.5 mi,12,27,33,968
2417,Harrison,Greenberg,425,M164,Finish,Sat 7:07:01 PM,62.2 mi,13,07,01,080
2418,Ashley,Paulson,24,F63,Antelope Mesa,Sat 7:02:05 AM,7.6 mi,1,02,05,369
2419,Ashley,Paulson,24,F63,Hidden Treasure,Sat 7:44:09 AM,12.8 mi,1,44,09,979
2420,Ashley,Paulson,24,F63,Bumble Bee,Sat 8:45:53 AM,19.2 mi,2,45,53,270
2421,Ashley,Paulson,24,F63,Gloriana Mine,Sat 9:41:38 AM,23.8 mi,3,41,38,609
2422,Ashley,Paulson,24,F63,Deep Canyon Ranch,Sat 11:19:25 AM,32.2 mi,5,19,25,269
2423,Ashley,Paulson,24,F63,Black Canyon City,Sat 12:30:40 PM,37.7 mi,6,30,40,978
2424,Ashley,Paulson,24,F63,Cottonwood Gulch,Sat 2:36:07 PM,45.3 mi,8,36,07,729
2425,Ashley,Paulson,24,F63,Table Mesa,Sat 4:01:35 PM,49.4 mi,10,01,35,928
2426,Ashley,Paulson,24,F63,Doe Spring,Sat 6:11:39 PM,57.5 mi,12,11,39,739
2427,Ashley,Paulson,24,F63,Finish,Sat 7:07:19 PM,62.2 mi,13,07,19,010
2428,Jessica,Schiller,887,F64,Start,Sat 6:00:14 AM,0.0 mi,00,00,14,259
2429,Jessica,Schiller,887,F64,Antelope Mesa,Sat 7:07:41 AM,7.6 mi,1,07,41,449
2430,Jessica,Schiller,887,F64,Hidden Treasure,Sat 7:57:48 AM,12.8 mi,1,57,48,199
2431,Jessica,Schiller,887,F64,Bumble Bee,Sat 9:10:05 AM,19.2 mi,3,10,05,750
2432,Jessica,Schiller,887,F64,Gloriana Mine,Sat 10:03:45 AM,23.8 mi,4,03,45,929
2433,Jessica,Schiller,887,F64,Deep Canyon Ranch,Sat 11:40:17 AM,32.2 mi,5,40,17,529
2434,Jessica,Schiller,887,F64,Black Canyon City,Sat 12:54:14 PM,37.7 mi,6,54,14,278
2435,Jessica,Schiller,887,F64,Cottonwood Gulch,Sat 2:53:30 PM,45.3 mi,8,53,30,979
2436,Jessica,Schiller,887,F64,Table Mesa,Sat 4:01:35 PM,49.4 mi,10,01,35,928
2437,Jessica,Schiller,887,F64,Doe Spring,Sat 6:11:39 PM,57.5 mi,12,11,39,739
2438,Jessica,Schiller,887,F64,Finish,Sat 7:07:20 PM,62.2 mi,13,07,20,088
2439,Dylan,Tanner,984,M165,Start,Sat 6:00:04 AM,0.0 mi,00,00,04,950
2440,Dylan,Tanner,984,M165,Antelope Mesa,Sat 6:58:46 AM,7.6 mi,00,58,46,320
2441,Dylan,Tanner,984,M165,Hidden Treasure,Sat 7:39:28 AM,12.8 mi,1,39,28,909
2442,Dylan,Tanner,984,M165,Bumble Bee,Sat 8:36:32 AM,19.2 mi,2,36,32,309
2443,Dylan,Tanner,984,M165,Gloriana Mine,Sat 9:24:01 AM,23.8 mi,3,24,01,350
2444,Dylan,Tanner,984,M165,Deep Canyon Ranch,Sat 11:09:36 AM,32.2 mi,5,09,36,938
2445,Dylan,Tanner,984,M165,Black Canyon City,Sat 12:37:44 PM,37.7 mi,6,37,44,709
2446,Dylan,Tanner,984,M165,Cottonwood Gulch,Sat 2:55:05 PM,45.3 mi,8,55,05,000
2447,Dylan,Tanner,984,M165,Table Mesa,Sat 3:54:42 PM,49.4 mi,9,54,42,828
2448,Dylan,Tanner,984,M165,Doe Spring,Sat 5:53:27 PM,57.5 mi,11,53,27,468
2449,Dylan,Tanner,984,M165,Finish,Sat 7:07:50 PM,62.2 mi,13,07,50,908
2450,Kit,Christopher,238,M166,Start,Sat 6:30:18 AM,0.0 mi,00,00,18,609
2451,Kit,Christopher,238,M166,Antelope Mesa,Sat 7:43:27 AM,7.6 mi,1,13,27,969
2452,Kit,Christopher,238,M166,Hidden Treasure,Sat 8:31:49 AM,12.8 mi,2,01,49,630
2453,Kit,Christopher,238,M166,Bumble Bee,Sat 9:36:24 AM,19.2 mi,3,06,24,988
2454,Kit,Christopher,238,M166,Gloriana Mine,Sat 10:28:35 AM,23.8 mi,3,58,35,239
2455,Kit,Christopher,238,M166,Deep Canyon Ranch,Sat 12:07:42 PM,32.2 mi,5,37,42,250
2456,Kit,Christopher,238,M166,Black Canyon City,Sat 1:29:26 PM,37.7 mi,6,59,26,799
2457,Kit,Christopher,238,M166,Cottonwood Gulch,Sat 3:27:04 PM,45.3 mi,8,57,04,419
2458,Kit,Christopher,238,M166,Table Mesa,Sat 4:31:20 PM,49.4 mi,10,01,20,319
2459,Kit,Christopher,238,M166,Doe Spring,Sat 6:48:40 PM,57.5 mi,12,18,40,228
2460,Kit,Christopher,238,M166,Finish,Sat 7:37:51 PM,62.2 mi,13,07,51,819
2461,Jeff,Paradise,81,M167,Start,Sat 6:30:17 AM,0.0 mi,00,00,17,719
2462,Jeff,Paradise,81,M167,Antelope Mesa,Sat 7:43:39 AM,7.6 mi,1,13,39,969
2463,Jeff,Paradise,81,M167,Hidden Treasure,Sat 8:34:14 AM,12.8 mi,2,04,14,668
2464,Jeff,Paradise,81,M167,Bumble Bee,Sat 9:48:29 AM,19.2 mi,3,18,29,468
2465,Jeff,Paradise,81,M167,Gloriana Mine,Sat 10:49:55 AM,23.8 mi,4,19,55,559
2466,Jeff,Paradise,81,M167,Deep Canyon Ranch,Sat 12:32:30 PM,32.2 mi,6,02,30,969
2467,Jeff,Paradise,81,M167,Black Canyon City,Sat 1:44:40 PM,37.7 mi,7,14,40,020
2468,Jeff,Paradise,81,M167,Cottonwood Gulch,Sat 3:48:55 PM,45.3 mi,9,18,55,739
2469,Jeff,Paradise,81,M167,Table Mesa,Sat 4:51:04 PM,49.4 mi,10,21,04,599
2470,Jeff,Paradise,81,M167,Doe Spring,Sat 6:51:00 PM,57.5 mi,12,21,00,260
2471,Jeff,Paradise,81,M167,Finish,Sat 7:38:23 PM,62.2 mi,13,08,23,828
2472,David,Lindley,623,M168,Start,Sat 6:00:29 AM,0.0 mi,00,00,29,550
2473,David,Lindley,623,M168,Antelope Mesa,Sat 7:17:04 AM,7.6 mi,1,17,04,588
2474,David,Lindley,623,M168,Hidden Treasure,Sat 8:09:25 AM,12.8 mi,2,09,25,300
2475,David,Lindley,623,M168,Bumble Bee,Sat 9:18:52 AM,19.2 mi,3,18,52,299
2476,David,Lindley,623,M168,Gloriana Mine,Sat 10:12:07 AM,23.8 mi,4,12,07,059
2477,David,Lindley,623,M168,Deep Canyon Ranch,Sat 11:51:29 AM,32.2 mi,5,51,29,539
2478,David,Lindley,623,M168,Black Canyon City,Sat 1:12:11 PM,37.7 mi,7,12,11,539
2479,David,Lindley,623,M168,Table Mesa,Sat 4:34:26 PM,49.4 mi,10,34,26,358
2480,David,Lindley,623,M168,Doe Spring,Sat 6:26:09 PM,57.5 mi,12,26,09,949
2481,David,Lindley,623,M168,Finish,Sat 7:08:32 PM,62.2 mi,13,08,32,599
2482,Viktor,Spalek,954,M169,Start,Sat 6:28:15 AM,0.0 mi,00,00,00,000
2483,Viktor,Spalek,954,M169,Antelope Mesa,Sat 7:34:55 AM,7.6 mi,1,04,55,849
2484,Viktor,Spalek,954,M169,Hidden Treasure,Sat 8:24:26 AM,12.8 mi,1,54,26,519
2485,Viktor,Spalek,954,M169,Bumble Bee,Sat 9:30:13 AM,19.2 mi,3,00,13,039
2486,Viktor,Spalek,954,M169,Gloriana Mine,Sat 10:27:04 AM,23.8 mi,3,57,04,218
2487,Viktor,Spalek,954,M169,Deep Canyon Ranch,Sat 12:16:19 PM,32.2 mi,5,46,19,039
2488,Viktor,Spalek,954,M169,Black Canyon City,Sat 1:40:17 PM,37.7 mi,7,10,17,959
2489,Viktor,Spalek,954,M169,Cottonwood Gulch,Sat 3:53:33 PM,45.3 mi,9,23,33,809
2490,Viktor,Spalek,954,M169,Table Mesa,Sat 4:58:59 PM,49.4 mi,10,28,59,718
2491,Viktor,Spalek,954,M169,Doe Spring,Sat 6:58:15 PM,57.5 mi,12,28,15,368
2492,Viktor,Spalek,954,M169,Finish,Sat 7:38:51 PM,62.2 mi,13,08,51,069
2493,Travis,Schwan,899,M170,Start,Sat 6:30:07 AM,0.0 mi,00,00,07,400
2494,Travis,Schwan,899,M170,Antelope Mesa,Sat 7:46:03 AM,7.6 mi,1,16,03,009
2495,Travis,Schwan,899,M170,Hidden Treasure,Sat 8:37:55 AM,12.8 mi,2,07,55,719
2496,Travis,Schwan,899,M170,Bumble Bee,Sat 9:53:07 AM,19.2 mi,3,23,07,088
2497,Travis,Schwan,899,M170,Gloriana Mine,Sat 10:50:42 AM,23.8 mi,4,20,42,569
2498,Travis,Schwan,899,M170,Deep Canyon Ranch,Sat 12:33:16 PM,32.2 mi,6,03,16,209
2499,Travis,Schwan,899,M170,Black Canyon City,Sat 1:51:56 PM,37.7 mi,7,21,56,319
2500,Travis,Schwan,899,M170,Cottonwood Gulch,Sat 3:57:17 PM,45.3 mi,9,27,17,870
2501,Travis,Schwan,899,M170,Table Mesa,Sat 5:01:22 PM,49.4 mi,10,31,22,760
2502,Travis,Schwan,899,M170,Doe Spring,Sat 6:59:51 PM,57.5 mi,12,29,51,389
2503,Travis,Schwan,899,M170,Finish,Sat 7:38:53 PM,62.2 mi,13,08,53,538
2504,Asa,Moss,729,M171,Start,Sat 6:30:10 AM,0.0 mi,00,00,10,539
2505,Asa,Moss,729,M171,Antelope Mesa,Sat 7:41:25 AM,7.6 mi,1,11,25,939
2506,Asa,Moss,729,M171,Hidden Treasure,Sat 8:31:32 AM,12.8 mi,2,01,32,630
2507,Asa,Moss,729,M171,Bumble Bee,Sat 9:37:50 AM,19.2 mi,3,07,50,359
2508,Asa,Moss,729,M171,Gloriana Mine,Sat 10:34:13 AM,23.8 mi,4,04,13,329
2509,Asa,Moss,729,M171,Deep Canyon Ranch,Sat 12:20:02 PM,32.2 mi,5,50,02,438
2510,Asa,Moss,729,M171,Black Canyon City,Sat 1:45:03 PM,37.7 mi,7,15,03,029
2511,Asa,Moss,729,M171,Cottonwood Gulch,Sat 3:52:01 PM,45.3 mi,9,22,01,790
2512,Asa,Moss,729,M171,Table Mesa,Sat 4:57:01 PM,49.4 mi,10,27,01,688
2513,Asa,Moss,729,M171,Doe Spring,Sat 6:58:14 PM,57.5 mi,12,28,14,368
2514,Asa,Moss,729,M171,Finish,Sat 7:41:01 PM,62.2 mi,13,11,01,819
2515,Hilary,Seymour,916,F65,Start,Sat 6:00:08 AM,0.0 mi,00,00,08,689
2516,Hilary,Seymour,916,F65,Antelope Mesa,Sat 7:07:34 AM,7.6 mi,1,07,34,449
2517,Hilary,Seymour,916,F65,Hidden Treasure,Sat 7:54:00 AM,12.8 mi,1,54,00,310
2518,Hilary,Seymour,916,F65,Bumble Bee,Sat 9:08:45 AM,19.2 mi,3,08,45,119
2519,Hilary,Seymour,916,F65,Gloriana Mine,Sat 10:02:13 AM,23.8 mi,4,02,13,909
2520,Hilary,Seymour,916,F65,Deep Canyon Ranch,Sat 11:43:01 AM,32.2 mi,5,43,01,259
2521,Hilary,Seymour,916,F65,Black Canyon City,Sat 1:10:44 PM,37.7 mi,7,10,44,520
2522,Hilary,Seymour,916,F65,Cottonwood Gulch,Sat 3:18:07 PM,45.3 mi,9,18,07,290
2523,Hilary,Seymour,916,F65,Table Mesa,Sat 4:23:33 PM,49.4 mi,10,23,33,199
2524,Hilary,Seymour,916,F65,Doe Spring,Sat 6:22:49 PM,57.5 mi,12,22,49,898
2525,Hilary,Seymour,916,F65,Finish,Sat 7:11:28 PM,62.2 mi,13,11,28,620
2526,Louise,Xie,1096,F66,Start,Sat 6:30:08 AM,0.0 mi,00,00,08,599
2527,Louise,Xie,1096,F66,Antelope Mesa,Sat 7:37:14 AM,7.6 mi,1,07,14,880
2528,Louise,Xie,1096,F66,Hidden Treasure,Sat 8:23:38 AM,12.8 mi,1,53,38,509
2529,Louise,Xie,1096,F66,Bumble Bee,Sat 9:31:40 AM,19.2 mi,3,01,40,500
2530,Louise,Xie,1096,F66,Gloriana Mine,Sat 10:27:17 AM,23.8 mi,3,57,17,229
2531,Louise,Xie,1096,F66,Deep Canyon Ranch,Sat 12:14:40 PM,32.2 mi,5,44,40,319
2532,Louise,Xie,1096,F66,Black Canyon City,Sat 1:26:55 PM,37.7 mi,6,56,55,758
2533,Louise,Xie,1096,F66,Cottonwood Gulch,Sat 3:37:16 PM,45.3 mi,9,07,16,569
2534,Louise,Xie,1096,F66,Table Mesa,Sat 4:43:52 PM,49.4 mi,10,13,52,500
2535,Louise,Xie,1096,F66,Doe Spring,Sat 6:56:22 PM,57.5 mi,12,26,22,338
2536,Louise,Xie,1096,F66,Finish,Sat 7:42:32 PM,62.2 mi,13,12,32,269
2537,Rob,Applegate,64,M172,Start,Sat 6:00:12 AM,0.0 mi,00,00,12,669
2538,Rob,Applegate,64,M172,Antelope Mesa,Sat 7:16:51 AM,7.6 mi,1,16,51,578
2539,Rob,Applegate,64,M172,Hidden Treasure,Sat 8:09:20 AM,12.8 mi,2,09,20,300
2540,Rob,Applegate,64,M172,Bumble Bee,Sat 9:22:13 AM,19.2 mi,3,22,13,989
2541,Rob,Applegate,64,M172,Gloriana Mine,Sat 10:21:19 AM,23.8 mi,4,21,19,280
2542,Rob,Applegate,64,M172,Deep Canyon Ranch,Sat 12:10:23 PM,32.2 mi,6,10,23,819
2543,Rob,Applegate,64,M172,Black Canyon City,Sat 1:32:40 PM,37.7 mi,7,32,40,840
2544,Rob,Applegate,64,M172,Cottonwood Gulch,Sat 3:32:38 PM,45.3 mi,9,32,38,500
2545,Rob,Applegate,64,M172,Table Mesa,Sat 4:35:22 PM,49.4 mi,10,35,22,370
2546,Rob,Applegate,64,M172,Doe Spring,Sat 6:31:03 PM,57.5 mi,12,31,03,019
2547,Rob,Applegate,64,M172,Finish,Sat 7:15:22 PM,62.2 mi,13,15,22,419
2548,Charles,Parks,783,M173,Start,Sat 6:30:09 AM,0.0 mi,00,00,09,099
2549,Charles,Parks,783,M173,Antelope Mesa,Sat 7:43:51 AM,7.6 mi,1,13,51,979
2550,Charles,Parks,783,M173,Hidden Treasure,Sat 8:31:45 AM,12.8 mi,2,01,45,630
2551,Charles,Parks,783,M173,Bumble Bee,Sat 9:44:19 AM,19.2 mi,3,14,19,058
2552,Charles,Parks,783,M173,Gloriana Mine,Sat 10:45:11 AM,23.8 mi,4,15,11,489
2553,Charles,Parks,783,M173,Deep Canyon Ranch,Sat 12:38:15 PM,32.2 mi,6,08,15,159
2554,Charles,Parks,783,M173,Black Canyon City,Sat 1:57:02 PM,37.7 mi,7,27,02,508
2555,Charles,Parks,783,M173,Cottonwood Gulch,Sat 4:01:51 PM,45.3 mi,9,31,51,928
2556,Charles,Parks,783,M173,Table Mesa,Sat 5:06:29 PM,49.4 mi,10,36,29,828
2557,Charles,Parks,783,M173,Doe Spring,Sat 7:02:55 PM,57.5 mi,12,32,55,438
2558,Charles,Parks,783,M173,Finish,Sat 7:45:49 PM,62.2 mi,13,15,49,658
2559,Sergio,Abarca,101,M174,Start,Sat 6:00:12 AM,0.0 mi,00,00,12,810
2560,Sergio,Abarca,101,M174,Antelope Mesa,Sat 7:06:15 AM,7.6 mi,1,06,15,429
2561,Sergio,Abarca,101,M174,Hidden Treasure,Sat 7:53:00 AM,12.8 mi,1,53,00,078
2562,Sergio,Abarca,101,M174,Bumble Bee,Sat 8:57:23 AM,19.2 mi,2,57,23,959
2563,Sergio,Abarca,101,M174,Gloriana Mine,Sat 10:08:34 AM,23.8 mi,4,08,34,000
2564,Sergio,Abarca,101,M174,Deep Canyon Ranch,Sat 11:58:15 AM,32.2 mi,5,58,15,060
2565,Sergio,Abarca,101,M174,Black Canyon City,Sat 1:37:41 PM,37.7 mi,7,37,41,919
2566,Sergio,Abarca,101,M174,Cottonwood Gulch,Sat 3:43:08 PM,45.3 mi,9,43,08,660
2567,Sergio,Abarca,101,M174,Table Mesa,Sat 4:53:09 PM,49.4 mi,10,53,09,639
2568,Sergio,Abarca,101,M174,Doe Spring,Sat 6:36:43 PM,57.5 mi,12,36,43,959
2569,Sergio,Abarca,101,M174,Finish,Sat 7:16:13 PM,62.2 mi,13,16,13,699
2570,Dennis,Serna,913,M175,Antelope Mesa,Sat 7:16:07 AM,7.6 mi,00,46,07,570
2571,Dennis,Serna,913,M175,Hidden Treasure,Sat 8:09:44 AM,12.8 mi,1,39,44,310
2572,Dennis,Serna,913,M175,Bumble Bee,Sat 9:22:36 AM,19.2 mi,2,52,36,309
2573,Dennis,Serna,913,M175,Gloriana Mine,Sat 10:20:41 AM,23.8 mi,3,50,41,129
2574,Dennis,Serna,913,M175,Deep Canyon Ranch,Sat 12:15:11 PM,32.2 mi,5,45,11,019
2575,Dennis,Serna,913,M175,Black Canyon City,Sat 1:32:46 PM,37.7 mi,7,02,46,849
2576,Dennis,Serna,913,M175,Cottonwood Gulch,Sat 3:43:53 PM,45.3 mi,9,13,53,669
2577,Dennis,Serna,913,M175,Table Mesa,Sat 4:51:21 PM,49.4 mi,10,21,21,608
2578,Dennis,Serna,913,M175,Doe Spring,Sat 6:52:56 PM,57.5 mi,12,22,56,288
2579,Dennis,Serna,913,M175,Finish,Sat 7:48:12 PM,62.2 mi,13,18,12,410
2580,Jimmy,Warren,1050,M176,Start,Sat 6:30:03 AM,0.0 mi,00,00,03,359
2581,Jimmy,Warren,1050,M176,Antelope Mesa,Sat 7:42:44 AM,7.6 mi,1,12,44,960
2582,Jimmy,Warren,1050,M176,Hidden Treasure,Sat 8:33:26 AM,12.8 mi,2,03,26,659
2583,Jimmy,Warren,1050,M176,Bumble Bee,Sat 9:44:03 AM,19.2 mi,3,14,03,648
2584,Jimmy,Warren,1050,M176,Gloriana Mine,Sat 10:40:13 AM,23.8 mi,4,10,13,418
2585,Jimmy,Warren,1050,M176,Deep Canyon Ranch,Sat 12:23:21 PM,32.2 mi,5,53,21,949
2586,Jimmy,Warren,1050,M176,Black Canyon City,Sat 1:39:23 PM,37.7 mi,7,09,23,939
2587,Jimmy,Warren,1050,M176,Cottonwood Gulch,Sat 3:50:24 PM,45.3 mi,9,20,24,760
2588,Jimmy,Warren,1050,M176,Table Mesa,Sat 4:57:08 PM,49.4 mi,10,27,08,688
2589,Jimmy,Warren,1050,M176,Doe Spring,Sat 7:01:23 PM,57.5 mi,12,31,23,419
2590,Jimmy,Warren,1050,M176,Finish,Sat 7:48:57 PM,62.2 mi,13,18,57,489
2591,John,Fegyveresi,76,M177,Start,Sat 6:30:12 AM,0.0 mi,00,00,12,029
2592,John,Fegyveresi,76,M177,Antelope Mesa,Sat 7:40:13 AM,7.6 mi,1,10,13,918
2593,John,Fegyveresi,76,M177,Hidden Treasure,Sat 8:27:57 AM,12.8 mi,1,57,57,569
2594,John,Fegyveresi,76,M177,Bumble Bee,Sat 9:34:05 AM,19.2 mi,3,04,05,418
2595,John,Fegyveresi,76,M177,Gloriana Mine,Sat 10:30:55 AM,23.8 mi,4,00,55,280
2596,John,Fegyveresi,76,M177,Deep Canyon Ranch,Sat 12:18:06 PM,32.2 mi,5,48,06,048
2597,John,Fegyveresi,76,M177,Black Canyon City,Sat 1:43:28 PM,37.7 mi,7,13,28,000
2598,John,Fegyveresi,76,M177,Cottonwood Gulch,Sat 3:56:17 PM,45.3 mi,9,26,17,849
2599,John,Fegyveresi,76,M177,Table Mesa,Sat 5:02:06 PM,49.4 mi,10,32,06,769
2600,John,Fegyveresi,76,M177,Doe Spring,Sat 7:02:40 PM,57.5 mi,12,32,40,438
2601,John,Fegyveresi,76,M177,Finish,Sat 7:49:32 PM,62.2 mi,13,19,32,478
2602,Holly,Chase,232,F67,Start,Sat 6:00:19 AM,0.0 mi,00,00,19,640
2603,Holly,Chase,232,F67,Antelope Mesa,Sat 7:14:30 AM,7.6 mi,1,14,30,550
2604,Holly,Chase,232,F67,Hidden Treasure,Sat 8:05:06 AM,12.8 mi,2,05,06,239
2605,Holly,Chase,232,F67,Bumble Bee,Sat 9:10:34 AM,19.2 mi,3,10,34,478
2606,Holly,Chase,232,F67,Gloriana Mine,Sat 10:08:55 AM,23.8 mi,4,08,55,009
2607,Holly,Chase,232,F67,Deep Canyon Ranch,Sat 11:52:56 AM,32.2 mi,5,52,56,618
2608,Holly,Chase,232,F67,Black Canyon City,Sat 1:14:34 PM,37.7 mi,7,14,34,579
2609,Holly,Chase,232,F67,Cottonwood Gulch,Sat 3:25:40 PM,45.3 mi,9,25,40,398
2610,Holly,Chase,232,F67,Table Mesa,Sat 4:35:09 PM,49.4 mi,10,35,09,368
2611,Holly,Chase,232,F67,Doe Spring,Sat 6:34:21 PM,57.5 mi,12,34,21,398
2612,Holly,Chase,232,F67,Finish,Sat 7:20:12 PM,62.2 mi,13,20,12,569
2613,James,Flanary,79,M178,Start,Sat 6:00:13 AM,0.0 mi,00,00,13,869
2614,James,Flanary,79,M178,Antelope Mesa,Sat 7:12:22 AM,7.6 mi,1,12,22,519
2615,James,Flanary,79,M178,Hidden Treasure,Sat 8:05:11 AM,12.8 mi,2,05,11,239
2616,James,Flanary,79,M178,Bumble Bee,Sat 9:21:05 AM,19.2 mi,3,21,05,549
2617,James,Flanary,79,M178,Gloriana Mine,Sat 10:22:28 AM,23.8 mi,4,22,28,549
2618,James,Flanary,79,M178,Deep Canyon Ranch,Sat 12:08:42 PM,32.2 mi,6,08,42,630
2619,James,Flanary,79,M178,Black Canyon City,Sat 1:25:03 PM,37.7 mi,7,25,03,728
2620,James,Flanary,79,M178,Cottonwood Gulch,Sat 3:32:46 PM,45.3 mi,9,32,46,508
2621,James,Flanary,79,M178,Table Mesa,Sat 4:37:45 PM,49.4 mi,10,37,45,408
2622,James,Flanary,79,M178,Doe Spring,Sat 6:33:18 PM,57.5 mi,12,33,18,449
2623,James,Flanary,79,M178,Finish,Sat 7:21:33 PM,62.2 mi,13,21,33,688
2624,Mikaela,Mulhall,734,F68,Start,Sat 6:00:22 AM,0.0 mi,00,00,22,230
2625,Mikaela,Mulhall,734,F68,Antelope Mesa,Sat 7:19:25 AM,7.6 mi,1,19,25,619
2626,Mikaela,Mulhall,734,F68,Hidden Treasure,Sat 8:10:23 AM,12.8 mi,2,10,23,319
